"","state","contest_date","name","date","market_close","market_volume","poll_estimate","poll_trend_adjusted"
"1775","Utah",2020-03-03,"Michael Bloomberg",2020-02-04,0.12,1923,0.09324592,0.0996
"1776","Utah",2020-03-03,"Deval Patrick",2020-02-04,0.02,0,0,7e-04
"1777","Utah",2020-03-03,"Joe Biden",2020-02-05,0.08,180,0.1268428,0.1116
"1778","Utah",2020-03-03,"Bernie Sanders",2020-02-05,0.68,666,0.3004498,0.2927
"1779","Utah",2020-03-03,"Elizabeth Warren",2020-02-05,0.04,2625,0.1626913,0.1682
"1780","Utah",2020-03-03,"Amy Klobuchar",2020-02-05,0.01,0,0.03792568,0.0515
"1781","Utah",2020-03-03,"Andrew Yang",2020-02-05,0.02,128,0.04696248,0.0419
"1782","Utah",2020-03-03,"Pete Buttigieg",2020-02-05,0.1,2720,0.04561304,0.0448
"1783","Utah",2020-03-03,"Tulsi Gabbard",2020-02-05,0.01,0,0.006718583,0.016
"1784","Utah",2020-03-03,"Michael Bloomberg",2020-02-05,0.11,235,0.09341355,0.1063
"1785","Utah",2020-03-03,"Deval Patrick",2020-02-05,0.01,52,0,0
"1786","Utah",2020-03-03,"Joe Biden",2020-02-06,0.07,538,0.1264588,0.1147
"1787","Utah",2020-03-03,"Bernie Sanders",2020-02-06,0.73,2291,0.3014826,0.316
"1788","Utah",2020-03-03,"Elizabeth Warren",2020-02-06,0.04,637,0.163722,0.1481
"1789","Utah",2020-03-03,"Amy Klobuchar",2020-02-06,0.01,108,0.03839168,0.0421
"1790","Utah",2020-03-03,"Andrew Yang",2020-02-06,0.02,3777,0.04716314,0.0507
"1791","Utah",2020-03-03,"Pete Buttigieg",2020-02-06,0.11,460,0.04612123,0.0563
"1792","Utah",2020-03-03,"Tulsi Gabbard",2020-02-06,0.01,0,0.00667766,0.0158
"1793","Utah",2020-03-03,"Michael Bloomberg",2020-02-06,0.12,1290,0.09333783,0.13
"1794","Utah",2020-03-03,"Deval Patrick",2020-02-06,0.01,0,0,0
"1795","Utah",2020-03-03,"Joe Biden",2020-02-07,0.07,1481,0.1274356,0.1155
"1796","Utah",2020-03-03,"Bernie Sanders",2020-02-07,0.7,1490,0.3003051,0.3149
"1797","Utah",2020-03-03,"Elizabeth Warren",2020-02-07,0.03,3161,0.1622177,0.1467
"1798","Utah",2020-03-03,"Amy Klobuchar",2020-02-07,0.02,2893,0.0385375,0.0423
"1799","Utah",2020-03-03,"Andrew Yang",2020-02-07,0.01,949,0.04672837,0.0502
"1800","Utah",2020-03-03,"Pete Buttigieg",2020-02-07,0.14,869,0.04492674,0.055
"1801","Utah",2020-03-03,"Tulsi Gabbard",2020-02-07,0.01,0,0.007324525,0.0166
"1802","Utah",2020-03-03,"Michael Bloomberg",2020-02-07,0.09,213,0.09333783,0.13
"1803","Utah",2020-03-03,"Deval Patrick",2020-02-07,0.01,2,0,0
"1804","Utah",2020-03-03,"Joe Biden",2020-02-08,0.08,374,0.1272904,0.1154
"1805","Utah",2020-03-03,"Bernie Sanders",2020-02-08,0.7,487,0.300041,0.3145
"1806","Utah",2020-03-03,"Elizabeth Warren",2020-02-08,0.03,1561,0.1615149,0.1461
"1807","Utah",2020-03-03,"Amy Klobuchar",2020-02-08,0.01,640,0.03836239,0.0421
"1808","Utah",2020-03-03,"Andrew Yang",2020-02-08,0.01,240,0.04673987,0.0502
"1809","Utah",2020-03-03,"Pete Buttigieg",2020-02-08,0.1,150,0.04532635,0.0553
"1810","Utah",2020-03-03,"Tulsi Gabbard",2020-02-08,0.01,0,0.00737014,0.0166
"1811","Utah",2020-03-03,"Michael Bloomberg",2020-02-08,0.16,3953,0.09337874,0.1301
"1812","Utah",2020-03-03,"Deval Patrick",2020-02-08,0.01,0,0,0
"1813","Utah",2020-03-03,"Joe Biden",2020-02-09,0.07,209,0.1268193,0.115
"1814","Utah",2020-03-03,"Bernie Sanders",2020-02-09,0.69,334,0.2986875,0.3131
"1815","Utah",2020-03-03,"Elizabeth Warren",2020-02-09,0.03,1215,0.1617679,0.1464
"1816","Utah",2020-03-03,"Amy Klobuchar",2020-02-09,0.02,3173,0.03752573,0.0412
"1817","Utah",2020-03-03,"Andrew Yang",2020-02-09,0.01,3,0.04677256,0.0502
"1818","Utah",2020-03-03,"Pete Buttigieg",2020-02-09,0.1,279,0.04610042,0.0562
"1819","Utah",2020-03-03,"Tulsi Gabbard",2020-02-09,0.01,0,0.006779834,0.0159
"1820","Utah",2020-03-03,"Michael Bloomberg",2020-02-09,0.15,441,0.09336006,0.13
"1821","Utah",2020-03-03,"Deval Patrick",2020-02-09,0.01,0,0,0
"1822","Utah",2020-03-03,"Joe Biden",2020-02-10,0.06,2281,0.126299,0.0891
"1823","Utah",2020-03-03,"Bernie Sanders",2020-02-10,0.71,524,0.298742,0.3104
"1824","Utah",2020-03-03,"Elizabeth Warren",2020-02-10,0.02,1267,0.1614061,0.1437
"1825","Utah",2020-03-03,"Amy Klobuchar",2020-02-10,0.01,70,0.03819079,0.0415
"1826","Utah",2020-03-03,"Andrew Yang",2020-02-10,0.01,59,0.04688187,0.0465
"1827","Utah",2020-03-03,"Pete Buttigieg",2020-02-10,0.08,271,0.04631396,0.0609
"1828","Utah",2020-03-03,"Tulsi Gabbard",2020-02-10,0.01,0,0.006761502,0.0075
"1829","Utah",2020-03-03,"Michael Bloomberg",2020-02-10,0.12,4207,0.09341867,0.1465
"1830","Utah",2020-03-03,"Deval Patrick",2020-02-10,0.01,0,0,1e-04
"1831","Utah",2020-03-03,"Joe Biden",2020-02-11,0.02,4344,0.1261966,0.0828
"1832","Utah",2020-03-03,"Bernie Sanders",2020-02-11,0.78,2524,0.2988411,0.3173
"1833","Utah",2020-03-03,"Elizabeth Warren",2020-02-11,0.02,2022,0.1614112,0.1436
"1834","Utah",2020-03-03,"Amy Klobuchar",2020-02-11,0.06,5292,0.03824162,0.0441
"1835","Utah",2020-03-03,"Andrew Yang",2020-02-11,0.01,2016,0.04689135,0.0448
"1836","Utah",2020-03-03,"Pete Buttigieg",2020-02-11,0.1,1777,0.04637841,0.0655
"1837","Utah",2020-03-03,"Tulsi Gabbard",2020-02-11,0.01,700,0.006754813,0.0064
"1838","Utah",2020-03-03,"Michael Bloomberg",2020-02-11,0.16,3541,0.09336473,0.1455
"1839","Utah",2020-03-03,"Deval Patrick",2020-02-11,0.01,0,0,0
"1840","Utah",2020-03-03,"Joe Biden",2020-02-12,0.01,2093,0.1262043,0.0808
"1841","Utah",2020-03-03,"Bernie Sanders",2020-02-12,0.72,2919,0.2988679,0.3117
"1842","Utah",2020-03-03,"Elizabeth Warren",2020-02-12,0.01,2269,0.1608901,0.1396
"1843","Utah",2020-03-03,"Amy Klobuchar",2020-02-12,0.04,2102,0.03810555,0.0475
"1844","Utah",2020-03-03,"Pete Buttigieg",2020-02-12,0.09,2067,0.04616666,0.0655
"1845","Utah",2020-03-03,"Tulsi Gabbard",2020-02-12,0.01,0,0.00686344,0.0095
"1846","Utah",2020-03-03,"Michael Bloomberg",2020-02-12,0.18,4316,0.09331995,0.1483
"1847","Utah",2020-03-03,"Deval Patrick",2020-02-12,0.01,0,0,0
"1848","Utah",2020-03-03,"Joe Biden",2020-02-13,0.02,3212,0.1262388,0.0632
"1849","Utah",2020-03-03,"Bernie Sanders",2020-02-13,0.66,3524,0.298868,0.3245
"1850","Utah",2020-03-03,"Elizabeth Warren",2020-02-13,0.01,5259,0.1607322,0.1258
"1851","Utah",2020-03-03,"Amy Klobuchar",2020-02-13,0.03,1653,0.03810021,0.0505
"1852","Utah",2020-03-03,"Pete Buttigieg",2020-02-13,0.07,1709,0.0461627,0.0786
"1853","Utah",2020-03-03,"Tulsi Gabbard",2020-02-13,0.01,0,0.006859439,0.0091
"1854","Utah",2020-03-03,"Michael Bloomberg",2020-02-13,0.28,5212,0.09330888,0.1756
"1855","Utah",2020-03-03,"Joe Biden",2020-02-14,0.02,1827,0.1261728,0.0636
"1856","Utah",2020-03-03,"Bernie Sanders",2020-02-14,0.71,2371,0.2991402,0.3247
"1857","Utah",2020-03-03,"Elizabeth Warren",2020-02-14,0.01,574,0.1608731,0.1261
"1858","Utah",2020-03-03,"Amy Klobuchar",2020-02-14,0.04,248,0.03847206,0.0509
"1859","Utah",2020-03-03,"Pete Buttigieg",2020-02-14,0.09,380,0.04642934,0.0786
"1860","Utah",2020-03-03,"Tulsi Gabbard",2020-02-14,0.01,0,0.006741273,0.0089
"1861","Utah",2020-03-03,"Michael Bloomberg",2020-02-14,0.24,1156,0.09339787,0.1758
"1862","Utah",2020-03-03,"Joe Biden",2020-02-15,0.02,89,0.1261728,0.0636
"1863","Utah",2020-03-03,"Bernie Sanders",2020-02-15,0.7,3454,0.2991402,0.3247
"1864","Utah",2020-03-03,"Elizabeth Warren",2020-02-15,0.01,83,0.1608731,0.1261
"1865","Utah",2020-03-03,"Amy Klobuchar",2020-02-15,0.03,107,0.03847206,0.0509
"1866","Utah",2020-03-03,"Pete Buttigieg",2020-02-15,0.1,6186,0.04642934,0.0786
"1867","Utah",2020-03-03,"Tulsi Gabbard",2020-02-15,0.01,0,0.006741273,0.0089
"1868","Utah",2020-03-03,"Michael Bloomberg",2020-02-15,0.18,874,0.09339787,0.1758
"1869","Utah",2020-03-03,"Joe Biden",2020-02-16,0.03,557,0.1261728,0.0636
"1870","Utah",2020-03-03,"Bernie Sanders",2020-02-16,0.72,1165,0.2991402,0.3247
"1871","Utah",2020-03-03,"Elizabeth Warren",2020-02-16,0.01,1522,0.1608731,0.1261
"1872","Utah",2020-03-03,"Amy Klobuchar",2020-02-16,0.02,1427,0.03847206,0.0509
"1873","Utah",2020-03-03,"Pete Buttigieg",2020-02-16,0.1,4023,0.04642934,0.0786
"1874","Utah",2020-03-03,"Tulsi Gabbard",2020-02-16,0.01,0,0.006741273,0.0089
"1875","Utah",2020-03-03,"Michael Bloomberg",2020-02-16,0.14,3838,0.09339787,0.1758
"1876","Utah",2020-03-03,"Joe Biden",2020-02-17,0.02,1736,0.1260048,0.0629
"1877","Utah",2020-03-03,"Bernie Sanders",2020-02-17,0.76,5462,0.2992615,0.325
"1878","Utah",2020-03-03,"Elizabeth Warren",2020-02-17,0.01,2069,0.1607068,0.1231
"1879","Utah",2020-03-03,"Amy Klobuchar",2020-02-17,0.01,1284,0.03875698,0.0519
"1880","Utah",2020-03-03,"Pete Buttigieg",2020-02-17,0.15,5097,0.04656931,0.0762
"1881","Utah",2020-03-03,"Tulsi Gabbard",2020-02-17,0.01,0,0.006795387,0.0132
"1882","Utah",2020-03-03,"Michael Bloomberg",2020-02-17,0.11,5834,0.09341684,0.184
"1883","Utah",2020-03-03,"Joe Biden",2020-02-18,0.02,3788,0.1253305,0.0601
"1884","Utah",2020-03-03,"Bernie Sanders",2020-02-18,0.81,6152,0.300007,0.3544
"1885","Utah",2020-03-03,"Elizabeth Warren",2020-02-18,0.01,2076,0.1604774,0.1244
"1886","Utah",2020-03-03,"Amy Klobuchar",2020-02-18,0.01,766,0.03908507,0.0592
"1887","Utah",2020-03-03,"Pete Buttigieg",2020-02-18,0.08,5609,0.04688743,0.0763
"1888","Utah",2020-03-03,"Tulsi Gabbard",2020-02-18,0.01,0,0.006771289,0.0117
"1889","Utah",2020-03-03,"Michael Bloomberg",2020-02-18,0.13,9570,0.09351186,0.181
"1890","Utah",2020-03-03,"Joe Biden",2020-02-19,0.02,2180,0.125361,0.0602
"1891","Utah",2020-03-03,"Bernie Sanders",2020-02-19,0.82,4121,0.3002214,0.3546
"1892","Utah",2020-03-03,"Elizabeth Warren",2020-02-19,0.02,9629,0.1605626,0.129
"1893","Utah",2020-03-03,"Amy Klobuchar",2020-02-19,0.01,2264,0.03900543,0.0623
"1894","Utah",2020-03-03,"Pete Buttigieg",2020-02-19,0.09,2776,0.0467607,0.0764
"1895","Utah",2020-03-03,"Tulsi Gabbard",2020-02-19,0.01,0,0.006759512,0.0098
"1896","Utah",2020-03-03,"Michael Bloomberg",2020-02-19,0.06,5055,0.09347994,0.18
"1897","Utah",2020-03-03,"Joe Biden",2020-02-20,0.01,1930,0.1255405,0.0601
"1898","Utah",2020-03-03,"Bernie Sanders",2020-02-20,0.81,2984,0.300007,0.3549
"1899","Utah",2020-03-03,"Elizabeth Warren",2020-02-20,0.04,6845,0.1610914,0.1293
"1900","Utah",2020-03-03,"Amy Klobuchar",2020-02-20,0.01,1907,0.03881743,0.0622
"1901","Utah",2020-03-03,"Pete Buttigieg",2020-02-20,0.09,3803,0.04687314,0.0766
"1902","Utah",2020-03-03,"Tulsi Gabbard",2020-02-20,0.01,100,0.00680895,0.0098
"1903","Utah",2020-03-03,"Michael Bloomberg",2020-02-20,0.08,1958,0.09312848,0.1798
"1904","Utah",2020-03-03,"Joe Biden",2020-02-21,0.01,344,0.1251914,0.0552
"1905","Utah",2020-03-03,"Bernie Sanders",2020-02-21,0.82,4675,0.3008458,0.3652
"1906","Utah",2020-03-03,"Elizabeth Warren",2020-02-21,0.03,2265,0.1609284,0.128
"1907","Utah",2020-03-03,"Amy Klobuchar",2020-02-21,0.01,1399,0.03923782,0.065
"1908","Utah",2020-03-03,"Pete Buttigieg",2020-02-21,0.09,2656,0.0472204,0.08
"1909","Utah",2020-03-03,"Tulsi Gabbard",2020-02-21,0.01,0,0.006918895,0.0099
"1910","Utah",2020-03-03,"Michael Bloomberg",2020-02-21,0.04,2135,0.09295718,0.185
"1911","Utah",2020-03-03,"Joe Biden",2020-02-22,0.01,684,0.1251914,0.0552
"1912","Utah",2020-03-03,"Bernie Sanders",2020-02-22,0.91,4482,0.3008458,0.3652
"1913","Utah",2020-03-03,"Elizabeth Warren",2020-02-22,0.03,9236,0.1609284,0.128
"1914","Utah",2020-03-03,"Amy Klobuchar",2020-02-22,0.01,5105,0.03923782,0.065
"1915","Utah",2020-03-03,"Pete Buttigieg",2020-02-22,0.05,2470,0.0472204,0.08
"1916","Utah",2020-03-03,"Tulsi Gabbard",2020-02-22,0.01,0,0.006918895,0.0099
"1917","Utah",2020-03-03,"Michael Bloomberg",2020-02-22,0.07,5973,0.09295718,0.185
"1918","Utah",2020-03-03,"Joe Biden",2020-02-23,0.01,1436,0.1253274,0.0561
"1919","Utah",2020-03-03,"Bernie Sanders",2020-02-23,0.92,2736,0.3005763,0.3686
"1920","Utah",2020-03-03,"Elizabeth Warren",2020-02-23,0.02,712,0.1608296,0.1459
"1921","Utah",2020-03-03,"Amy Klobuchar",2020-02-23,0.01,0,0.03918969,0.062
"1922","Utah",2020-03-03,"Pete Buttigieg",2020-02-23,0.04,1757,0.04704821,0.0769
"1923","Utah",2020-03-03,"Tulsi Gabbard",2020-02-23,0.01,0,0.006948753,0.008
"1924","Utah",2020-03-03,"Michael Bloomberg",2020-02-23,0.07,1276,0.09267087,0.1752
"1925","Utah",2020-03-03,"Joe Biden",2020-02-24,0.01,2676,0.125456,0.0538
"1926","Utah",2020-03-03,"Bernie Sanders",2020-02-24,0.91,1959,0.3005507,0.3838
"1927","Utah",2020-03-03,"Elizabeth Warren",2020-02-24,0.02,2927,0.160771,0.1482
"1928","Utah",2020-03-03,"Amy Klobuchar",2020-02-24,0.01,10176,0.03907723,0.0612
"1929","Utah",2020-03-03,"Pete Buttigieg",2020-02-24,0.06,7104,0.04695286,0.0785
"1930","Utah",2020-03-03,"Tulsi Gabbard",2020-02-24,0.01,0,0.007028497,0.0086
"1931","Utah",2020-03-03,"Michael Bloomberg",2020-02-24,0.04,7142,0.09264114,0.1788
"1932","Utah",2020-03-03,"Joe Biden",2020-02-25,0.01,2819,0.1256281,0.0542
"1933","Utah",2020-03-03,"Bernie Sanders",2020-02-25,0.89,3622,0.300492,0.3788
"1934","Utah",2020-03-03,"Elizabeth Warren",2020-02-25,0.02,1126,0.1608862,0.138
"1935","Utah",2020-03-03,"Amy Klobuchar",2020-02-25,0.01,0,0.03902316,0.0557
"1936","Utah",2020-03-03,"Pete Buttigieg",2020-02-25,0.05,2513,0.04685698,0.0769
"1937","Utah",2020-03-03,"Tulsi Gabbard",2020-02-25,0.01,0,0.007004464,0.0081
"1938","Utah",2020-03-03,"Michael Bloomberg",2020-02-25,0.05,3194,0.09263587,0.1769
"1939","Utah",2020-03-03,"Joe Biden",2020-02-26,0.02,9114,0.1255776,0.0554
"1940","Utah",2020-03-03,"Bernie Sanders",2020-02-26,0.93,7065,0.3004346,0.3789
"1941","Utah",2020-03-03,"Elizabeth Warren",2020-02-26,0.02,7142,0.1607568,0.1389
"1942","Utah",2020-03-03,"Amy Klobuchar",2020-02-26,0.01,0,0.03889822,0.0551
"1943","Utah",2020-03-03,"Pete Buttigieg",2020-02-26,0.03,2338,0.0468545,0.0761
"1944","Utah",2020-03-03,"Tulsi Gabbard",2020-02-26,0.01,0,0.006946803,0.0093
"1945","Utah",2020-03-03,"Michael Bloomberg",2020-02-26,0.04,6399,0.09261634,0.1744
"1946","Utah",2020-03-03,"Joe Biden",2020-02-27,0.03,12074,0.1258298,0.0581
"1947","Utah",2020-03-03,"Bernie Sanders",2020-02-27,0.92,2992,0.3000698,0.3884
"1948","Utah",2020-03-03,"Elizabeth Warren",2020-02-27,0.02,3827,0.1608206,0.1353
"1949","Utah",2020-03-03,"Amy Klobuchar",2020-02-27,0.01,10,0.03902501,0.0552
"1950","Utah",2020-03-03,"Pete Buttigieg",2020-02-27,0.03,22031,0.04680836,0.076
"1951","Utah",2020-03-03,"Tulsi Gabbard",2020-02-27,0.01,0,0.006881316,0.009
"1952","Utah",2020-03-03,"Michael Bloomberg",2020-02-27,0.03,2230,0.09232637,0.1722
"1953","Utah",2020-03-03,"Joe Biden",2020-02-28,0.02,14878,0.07073669,0.0496
"1954","Utah",2020-03-03,"Bernie Sanders",2020-02-28,0.91,4328,0.2921201,0.3282
"1955","Utah",2020-03-03,"Elizabeth Warren",2020-02-28,0.02,2759,0.1830234,0.1761
"1956","Utah",2020-03-03,"Amy Klobuchar",2020-02-28,0.01,0,0.04161098,0.0464
"1957","Utah",2020-03-03,"Pete Buttigieg",2020-02-28,0.02,3147,0.1493292,0.1603
"1958","Utah",2020-03-03,"Tulsi Gabbard",2020-02-28,0.01,0,0.006927667,0.0075
"1959","Utah",2020-03-03,"Michael Bloomberg",2020-02-28,0.03,4963,0.1413724,0.1667
"1960","Utah",2020-03-03,"Joe Biden",2020-02-29,0.02,4851,0.07073669,0.0496
"1961","Utah",2020-03-03,"Bernie Sanders",2020-02-29,0.94,10081,0.2921201,0.3282
"1962","Utah",2020-03-03,"Elizabeth Warren",2020-02-29,0.01,3087,0.1830234,0.1761
"1963","Utah",2020-03-03,"Amy Klobuchar",2020-02-29,0.01,0,0.04161098,0.0464
"1964","Utah",2020-03-03,"Pete Buttigieg",2020-02-29,0.03,8080,0.1493292,0.1603
"1965","Utah",2020-03-03,"Tulsi Gabbard",2020-02-29,0.01,0,0.006927667,0.0075
"1966","Utah",2020-03-03,"Michael Bloomberg",2020-02-29,0.03,4429,0.1413724,0.1667
"1967","Utah",2020-03-03,"Joe Biden",2020-03-01,0.03,16811,0.07059623,0.0494
"1968","Utah",2020-03-03,"Bernie Sanders",2020-03-01,0.94,21715,0.2911504,0.3274
"1969","Utah",2020-03-03,"Elizabeth Warren",2020-03-01,0.01,7710,0.1826608,0.1757
"1970","Utah",2020-03-03,"Amy Klobuchar",2020-03-01,0.01,0,0.0415495,0.0463
"1971","Utah",2020-03-03,"Pete Buttigieg",2020-03-01,0.01,11086,0.1496499,0.1608
"1972","Utah",2020-03-03,"Tulsi Gabbard",2020-03-01,0.01,0,0.006634698,0.0072
"1973","Utah",2020-03-03,"Michael Bloomberg",2020-03-01,0.03,5492,0.1402603,0.1657
"1974","Utah",2020-03-03,"Joe Biden",2020-03-02,0.02,18545,0.07102735,0.0586
"1975","Utah",2020-03-03,"Bernie Sanders",2020-03-02,0.94,17267,0.2904539,0.3343
"1976","Utah",2020-03-03,"Elizabeth Warren",2020-03-02,0.02,22662,0.1829814,0.1785
"1977","Utah",2020-03-03,"Amy Klobuchar",2020-03-02,0.01,1,0.04133846,0.0429
"1978","Utah",2020-03-03,"Tulsi Gabbard",2020-03-02,0.01,0,0.006590519,0.0072
"1979","Utah",2020-03-03,"Michael Bloomberg",2020-03-02,0.05,15254,0.1401771,0.1615
"1980","Utah",2020-03-03,"Joe Biden",2020-03-03,0.01,111679,0.2054986,0.2003
"1981","Utah",2020-03-03,"Bernie Sanders",2020-03-03,0.99,154119,0.2462827,0.2628
"1982","Utah",2020-03-03,"Elizabeth Warren",2020-03-03,0.01,10556,0.1460788,0.1455
"1983","Utah",2020-03-03,"Tulsi Gabbard",2020-03-03,0.01,3,0.01251043,0.0126
"1984","Utah",2020-03-03,"Michael Bloomberg",2020-03-03,0.01,70640,0.1734676,0.1816
"1985","Texas",2020-03-03,"Joe Biden",2019-12-08,0.46,156,0.2562086,0.2401
"1986","Texas",2020-03-03,"Bernie Sanders",2019-12-08,0.16,27,0.130146,0.1373
"1987","Texas",2020-03-03,"Elizabeth Warren",2019-12-08,0.04,40,0.1406197,0.1143
"1988","Texas",2020-03-03,"Amy Klobuchar",2019-12-08,0.02,35,0.01180284,0.0185
"1989","Texas",2020-03-03,"Andrew Yang",2019-12-08,0.03,35,0.01980444,0.0298
"1990","Texas",2020-03-03,"Pete Buttigieg",2019-12-08,0.14,48,0.04358057,0.0811
"1991","Texas",2020-03-03,"Tulsi Gabbard",2019-12-08,0.01,500,0.01103135,0.0128
"1992","Texas",2020-03-03,"Joe Biden",2019-12-09,0.48,552,0.2558465,0.2411
"1993","Texas",2020-03-03,"Bernie Sanders",2019-12-09,0.17,720,0.1299049,0.1411
"1994","Texas",2020-03-03,"Elizabeth Warren",2019-12-09,0.06,1004,0.1396487,0.1169
"1995","Texas",2020-03-03,"Amy Klobuchar",2019-12-09,0.02,0,0.01157799,0.0199
"1996","Texas",2020-03-03,"Andrew Yang",2019-12-09,0.04,2564,0.01939387,0.0305
"1997","Texas",2020-03-03,"Pete Buttigieg",2019-12-09,0.14,50,0.04279835,0.079
"1998","Texas",2020-03-03,"Tulsi Gabbard",2019-12-09,0.01,100,0.01087192,0.0108
"1999","Texas",2020-03-03,"Joe Biden",2019-12-10,0.5,1356,0.275344,0.2644
"2000","Texas",2020-03-03,"Bernie Sanders",2019-12-10,0.16,776,0.137181,0.1426
"2001","Texas",2020-03-03,"Elizabeth Warren",2019-12-10,0.06,671,0.1375146,0.1215
"2002","Texas",2020-03-03,"Amy Klobuchar",2019-12-10,0.02,1845,0.01231391,0.0184
"2003","Texas",2020-03-03,"Andrew Yang",2019-12-10,0.03,1247,0.02326787,0.0323
"2004","Texas",2020-03-03,"Pete Buttigieg",2019-12-10,0.14,120,0.05954558,0.0855
"2005","Texas",2020-03-03,"Tulsi Gabbard",2019-12-10,0.01,0,0.009983751,0.0109
"2006","Texas",2020-03-03,"Michael Bloomberg",2019-12-10,0.09,75,0.05000001,0.05
"2007","Texas",2020-03-03,"Deval Patrick",2019-12-10,0.01,0,0.0118418,0.0117
"2008","Texas",2020-03-03,"Joe Biden",2019-12-11,0.54,1197,0.2746883,0.2629
"2009","Texas",2020-03-03,"Bernie Sanders",2019-12-11,0.15,1116,0.1369372,0.1424
"2010","Texas",2020-03-03,"Elizabeth Warren",2019-12-11,0.06,1280,0.1371413,0.1227
"2011","Texas",2020-03-03,"Amy Klobuchar",2019-12-11,0.04,1472,0.01224814,0.0183
"2012","Texas",2020-03-03,"Andrew Yang",2019-12-11,0.03,1592,0.02307409,0.0321
"2013","Texas",2020-03-03,"Pete Buttigieg",2019-12-11,0.14,453,0.05900999,0.0861
"2014","Texas",2020-03-03,"Tulsi Gabbard",2019-12-11,0.01,0,0.009928799,0.0118
"2015","Texas",2020-03-03,"Michael Bloomberg",2019-12-11,0.08,805,0.05000001,0.0525
"2016","Texas",2020-03-03,"Deval Patrick",2019-12-11,0.01,0,0.01184331,0.0112
"2017","Texas",2020-03-03,"Joe Biden",2019-12-12,0.6,1318,0.2746399,0.2628
"2018","Texas",2020-03-03,"Bernie Sanders",2019-12-12,0.15,614,0.1369469,0.1424
"2019","Texas",2020-03-03,"Elizabeth Warren",2019-12-12,0.06,474,0.1371838,0.1227
"2020","Texas",2020-03-03,"Amy Klobuchar",2019-12-12,0.03,550,0.01225277,0.0183
"2021","Texas",2020-03-03,"Andrew Yang",2019-12-12,0.03,1222,0.02306827,0.0321
"2022","Texas",2020-03-03,"Pete Buttigieg",2019-12-12,0.14,490,0.05900095,0.0861
"2023","Texas",2020-03-03,"Tulsi Gabbard",2019-12-12,0.01,0,0.009935312,0.0118
"2024","Texas",2020-03-03,"Michael Bloomberg",2019-12-12,0.06,1779,0.05000001,0.0525
"2025","Texas",2020-03-03,"Deval Patrick",2019-12-12,0.01,0,0.01184058,0.0112
"2026","Texas",2020-03-03,"Joe Biden",2019-12-13,0.59,485,0.2746399,0.2628
"2027","Texas",2020-03-03,"Bernie Sanders",2019-12-13,0.14,561,0.1369469,0.1424
"2028","Texas",2020-03-03,"Elizabeth Warren",2019-12-13,0.07,2007,0.1371838,0.1227
"2029","Texas",2020-03-03,"Amy Klobuchar",2019-12-13,0.03,413,0.01225277,0.0183
"2030","Texas",2020-03-03,"Andrew Yang",2019-12-13,0.02,387,0.02306827,0.0321
"2031","Texas",2020-03-03,"Pete Buttigieg",2019-12-13,0.13,929,0.05900095,0.0861
"2032","Texas",2020-03-03,"Tulsi Gabbard",2019-12-13,0.01,0,0.009935312,0.0118
"2033","Texas",2020-03-03,"Michael Bloomberg",2019-12-13,0.06,383,0.05000001,0.0525
"2034","Texas",2020-03-03,"Deval Patrick",2019-12-13,0.01,0,0.01184058,0.0112
"2035","Texas",2020-03-03,"Joe Biden",2019-12-14,0.57,783,0.2746399,0.2628
"2036","Texas",2020-03-03,"Bernie Sanders",2019-12-14,0.16,987,0.1369469,0.1424
"2037","Texas",2020-03-03,"Elizabeth Warren",2019-12-14,0.07,622,0.1371838,0.1227
"2038","Texas",2020-03-03,"Amy Klobuchar",2019-12-14,0.03,424,0.01225277,0.0183
"2039","Texas",2020-03-03,"Andrew Yang",2019-12-14,0.03,2158,0.02306827,0.0321
"2040","Texas",2020-03-03,"Pete Buttigieg",2019-12-14,0.12,390,0.05900095,0.0861
"2041","Texas",2020-03-03,"Tulsi Gabbard",2019-12-14,0.01,0,0.009935312,0.0118
"2042","Texas",2020-03-03,"Michael Bloomberg",2019-12-14,0.05,549,0.05000001,0.0525
"2043","Texas",2020-03-03,"Deval Patrick",2019-12-14,0.01,0,0.01184058,0.0112
"2044","Texas",2020-03-03,"Joe Biden",2019-12-15,0.61,975,0.2742776,0.2645
"2045","Texas",2020-03-03,"Bernie Sanders",2019-12-15,0.15,145,0.1368521,0.1437
"2046","Texas",2020-03-03,"Elizabeth Warren",2019-12-15,0.06,30,0.1369952,0.1212
"2047","Texas",2020-03-03,"Amy Klobuchar",2019-12-15,0.03,111,0.0122823,0.0205
"2048","Texas",2020-03-03,"Andrew Yang",2019-12-15,0.03,2301,0.02292114,0.0318
"2049","Texas",2020-03-03,"Pete Buttigieg",2019-12-15,0.13,115,0.0585828,0.0841
"2050","Texas",2020-03-03,"Tulsi Gabbard",2019-12-15,0.01,0,0.009983187,0.013
"2051","Texas",2020-03-03,"Michael Bloomberg",2019-12-15,0.07,440,0.05000001,0.0532
"2052","Texas",2020-03-03,"Deval Patrick",2019-12-15,0.01,0,0.01179541,0.0107
"2053","Texas",2020-03-03,"Joe Biden",2019-12-16,0.6,784,0.2722203,0.2591
"2054","Texas",2020-03-03,"Bernie Sanders",2019-12-16,0.14,245,0.1364429,0.1448
"2055","Texas",2020-03-03,"Elizabeth Warren",2019-12-16,0.06,252,0.136472,0.1216
