"","state","contest_date","name","date","market_close","market_volume","poll_estimate","poll_trend_adjusted","date_dropped"
"2971","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-10,0.01,0,0.01000001,0.0184,2020-03-19
"2972","Tennessee",2020-03-03,"Joe Biden",2020-01-11,0.67,464,0.3450499,0.3554,NA
"2973","Tennessee",2020-03-03,"Bernie Sanders",2020-01-11,0.16,624,0.1202321,0.1459,2020-04-08
"2974","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-11,0.05,255,0.1700064,0.1824,2020-03-05
"2975","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-11,0.01,761,0.0107411,0.0283,2020-03-02
"2976","Tennessee",2020-03-03,"Andrew Yang",2020-01-11,0.02,1000,0,0.0126,2020-02-11
"2977","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-11,0.05,76,0.04719316,0.0597,2020-03-01
"2978","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-11,0.01,0,0.01000001,0.0184,2020-03-19
"2979","Tennessee",2020-03-03,"Joe Biden",2020-01-12,0.7,274,0.3450499,0.3554,NA
"2980","Tennessee",2020-03-03,"Bernie Sanders",2020-01-12,0.16,104,0.1202321,0.1459,2020-04-08
"2981","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-12,0.06,154,0.1700064,0.1824,2020-03-05
"2982","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-12,0.02,3,0.0107411,0.0283,2020-03-02
"2983","Tennessee",2020-03-03,"Andrew Yang",2020-01-12,0.01,207,0,0.0126,2020-02-11
"2984","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-12,0.06,13,0.04719316,0.0597,2020-03-01
"2985","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-12,0.01,0,0.01000001,0.0184,2020-03-19
"2986","Tennessee",2020-03-03,"Joe Biden",2020-01-13,0.71,1264,0.3452416,0.3469,NA
"2987","Tennessee",2020-03-03,"Bernie Sanders",2020-01-13,0.17,50,0.1202303,0.1436,2020-04-08
"2988","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-13,0.05,1988,0.1702327,0.1901,2020-03-05
"2989","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-13,0.01,742,0.01074999,0.0301,2020-03-02
"2990","Tennessee",2020-03-03,"Andrew Yang",2020-01-13,0.01,180,0,0.0143,2020-02-11
"2991","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-13,0.04,65,0.0470724,0.0616,2020-03-01
"2992","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-13,0.01,0,0.01000001,0.0178,2020-03-19
"2993","Tennessee",2020-03-03,"Joe Biden",2020-01-14,0.72,313,0.3451562,0.3485,NA
"2994","Tennessee",2020-03-03,"Bernie Sanders",2020-01-14,0.15,305,0.1203097,0.1457,2020-04-08
"2995","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-14,0.07,12,0.1701617,0.1847,2020-03-05
"2996","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-14,0.01,24,0.0107834,0.0302,2020-03-02
"2997","Tennessee",2020-03-03,"Andrew Yang",2020-01-14,0.03,3084,0,0.0141,2020-02-11
"2998","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-14,0.05,57,0.04708731,0.059,2020-03-01
"2999","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-14,0.01,0,0.01000001,0.0167,2020-03-19
"3000","Tennessee",2020-03-03,"Joe Biden",2020-01-15,0.72,114,0.3451104,0.3476,NA
"3001","Tennessee",2020-03-03,"Bernie Sanders",2020-01-15,0.15,719,0.1203255,0.1461,2020-04-08
"3002","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-15,0.05,465,0.1701353,0.1861,2020-03-05
"3003","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-15,0.01,1000,0.01082236,0.03,2020-03-02
"3004","Tennessee",2020-03-03,"Andrew Yang",2020-01-15,0.03,627,0,0.0138,2020-02-11
"3005","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-15,0.03,603,0.04708621,0.0593,2020-03-01
"3006","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-15,0.01,0,0.01000001,0.0168,2020-03-19
"3007","Tennessee",2020-03-03,"Joe Biden",2020-01-16,0.71,544,0.3452627,0.3358,NA
"3008","Tennessee",2020-03-03,"Bernie Sanders",2020-01-16,0.13,328,0.1203353,0.1484,2020-04-08
"3009","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-16,0.04,1,0.1702159,0.1861,2020-03-05
"3010","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-16,0.01,0,0.01077639,0.0299,2020-03-02
"3011","Tennessee",2020-03-03,"Andrew Yang",2020-01-16,0.03,0,0,0.0138,2020-02-11
"3012","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-16,0.03,0,0.04704291,0.0543,2020-03-01
"3013","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-16,0.01,0,0.01000001,0.0168,2020-03-19
"3014","Tennessee",2020-03-03,"Joe Biden",2020-01-17,0.71,950,0.3454324,0.3504,NA
"3015","Tennessee",2020-03-03,"Bernie Sanders",2020-01-17,0.15,307,0.1204057,0.1516,2020-04-08
"3016","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-17,0.04,0,0.1701746,0.181,2020-03-05
"3017","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-17,0.01,0,0.01074449,0.0267,2020-03-02
"3018","Tennessee",2020-03-03,"Andrew Yang",2020-01-17,0.02,233,0,0.0149,2020-02-11
"3019","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-17,0.03,2,0.04709158,0.0605,2020-03-01
"3020","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-17,0.01,0,0.01000001,0.0177,2020-03-19
"3021","Tennessee",2020-03-03,"Joe Biden",2020-01-18,0.72,798,0.3454324,0.3504,NA
"3022","Tennessee",2020-03-03,"Bernie Sanders",2020-01-18,0.16,556,0.1204057,0.1516,2020-04-08
"3023","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-18,0.04,128,0.1701746,0.181,2020-03-05
"3024","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-18,0.01,101,0.01074449,0.0267,2020-03-02
"3025","Tennessee",2020-03-03,"Andrew Yang",2020-01-18,0.02,51,0,0.0149,2020-02-11
"3026","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-18,0.04,136,0.04709158,0.0605,2020-03-01
"3027","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-18,0.01,0,0.01000001,0.0177,2020-03-19
"3028","Tennessee",2020-03-03,"Joe Biden",2020-01-19,0.68,211,0.345435,0.3504,NA
"3029","Tennessee",2020-03-03,"Bernie Sanders",2020-01-19,0.14,13,0.1203352,0.1515,2020-04-08
"3030","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-19,0.04,51,0.1702105,0.181,2020-03-05
"3031","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-19,0.01,1,0.01073511,0.0267,2020-03-02
"3032","Tennessee",2020-03-03,"Andrew Yang",2020-01-19,0.02,10,0,0.0149,2020-02-11
"3033","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-19,0.03,5,0.04709172,0.0605,2020-03-01
"3034","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-19,0.01,0,0.01000001,0.0177,2020-03-19
"3035","Tennessee",2020-03-03,"Joe Biden",2020-01-20,0.7,173,0.34539,0.3504,NA
"3036","Tennessee",2020-03-03,"Bernie Sanders",2020-01-20,0.15,175,0.1202885,0.1515,2020-04-08
"3037","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-20,0.05,2,0.1702075,0.1809,2020-03-05
"3038","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-20,0.01,201,0.01072203,0.0267,2020-03-02
"3039","Tennessee",2020-03-03,"Andrew Yang",2020-01-20,0.03,2,0,0.0149,2020-02-11
"3040","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-20,0.04,396,0.04711648,0.0606,2020-03-01
"3041","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-20,0.01,0,0.01000001,0.0177,2020-03-19
"3042","Tennessee",2020-03-03,"Joe Biden",2020-01-21,0.7,1407,0.3451856,0.3502,NA
"3043","Tennessee",2020-03-03,"Bernie Sanders",2020-01-21,0.13,201,0.1202382,0.1514,2020-04-08
"3044","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-21,0.04,51,0.1701964,0.1809,2020-03-05
"3045","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-21,0.01,0,0.01065858,0.0267,2020-03-02
"3046","Tennessee",2020-03-03,"Andrew Yang",2020-01-21,0.01,1,0,0.0149,2020-02-11
"3047","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-21,0.04,58,0.04714287,0.0606,2020-03-01
"3048","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-21,0.01,0,0.01000001,0.0177,2020-03-19
"3049","Tennessee",2020-03-03,"Joe Biden",2020-01-22,0.7,30,0.3454077,0.348,NA
"3050","Tennessee",2020-03-03,"Bernie Sanders",2020-01-22,0.14,276,0.1205869,0.1629,2020-04-08
"3051","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-22,0.04,7,0.1698,0.1826,2020-03-05
"3052","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-22,0.01,858,0.01070012,0.0302,2020-03-02
"3053","Tennessee",2020-03-03,"Andrew Yang",2020-01-22,0.01,0,0,0.0146,2020-02-11
"3054","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-22,0.04,96,0.04708755,0.064,2020-03-01
"3055","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-22,0.01,0,0.01000001,0.0169,2020-03-19
"3056","Tennessee",2020-03-03,"Joe Biden",2020-01-23,0.72,225,0.3453371,0.3493,NA
"3057","Tennessee",2020-03-03,"Bernie Sanders",2020-01-23,0.16,284,0.1206799,0.1687,2020-04-08
"3058","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-23,0.07,193,0.1697921,0.1783,2020-03-05
"3059","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-23,0.01,1,0.01068277,0.0308,2020-03-02
"3060","Tennessee",2020-03-03,"Andrew Yang",2020-01-23,0.03,75,0,0.0183,2020-02-11
"3061","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-23,0.04,51,0.04711141,0.061,2020-03-01
"3062","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-23,0.01,0,0.01000001,0.0163,2020-03-19
"3063","Tennessee",2020-03-03,"Joe Biden",2020-01-24,0.78,463,0.345335,0.3495,NA
"3064","Tennessee",2020-03-03,"Bernie Sanders",2020-01-24,0.14,263,0.1206721,0.1683,2020-04-08
"3065","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-24,0.05,188,0.1697988,0.1776,2020-03-05
"3066","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-24,0.01,1049,0.01068299,0.0305,2020-03-02
"3067","Tennessee",2020-03-03,"Andrew Yang",2020-01-24,0.02,191,0,0.0173,2020-02-11
"3068","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-24,0.02,490,0.04711555,0.0612,2020-03-01
"3069","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-24,0.01,0,0.01000001,0.0155,2020-03-19
"3070","Tennessee",2020-03-03,"Joe Biden",2020-01-25,0.71,386,0.3452751,0.3494,NA
"3071","Tennessee",2020-03-03,"Bernie Sanders",2020-01-25,0.19,1860,0.1207236,0.1683,2020-04-08
"3072","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-25,0.08,682,0.1696886,0.1775,2020-03-05
"3073","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-25,0.01,62,0.01069072,0.0305,2020-03-02
"3074","Tennessee",2020-03-03,"Andrew Yang",2020-01-25,0.01,10305,0,0.0173,2020-02-11
"3075","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-25,0.03,1116,0.04710937,0.0612,2020-03-01
"3076","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-25,0.01,0,0.01000001,0.0155,2020-03-19
"3077","Tennessee",2020-03-03,"Joe Biden",2020-01-26,0.7,335,0.3451618,0.3509,NA
"3078","Tennessee",2020-03-03,"Bernie Sanders",2020-01-26,0.2,545,0.1206384,0.169,2020-04-08
"3079","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-26,0.07,106,0.169819,0.1759,2020-03-05
"3080","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-26,0.01,0,0.0107015,0.0308,2020-03-02
"3081","Tennessee",2020-03-03,"Andrew Yang",2020-01-26,0.03,677,0,0.0189,2020-02-11
"3082","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-26,0.02,2,0.04709917,0.0593,2020-03-01
"3083","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-26,0.01,0,0.01000001,0.0134,2020-03-19
"3084","Tennessee",2020-03-03,"Joe Biden",2020-01-27,0.7,13,0.3457238,0.3501,NA
"3085","Tennessee",2020-03-03,"Bernie Sanders",2020-01-27,0.19,112,0.1207326,0.1695,2020-04-08
"3086","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-27,0.06,14,0.1693606,0.1729,2020-03-05
"3087","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-27,0.01,169,0.0108025,0.0309,2020-03-02
"3088","Tennessee",2020-03-03,"Andrew Yang",2020-01-27,0.02,8,0,0.0184,2020-02-11
"3089","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-27,0.03,208,0.04714192,0.0594,2020-03-01
"3090","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-27,0.01,0,0.009422798,0.0126,2020-03-19
"3091","Tennessee",2020-03-03,"Joe Biden",2020-01-28,0.69,202,0.3455847,0.3465,NA
"3092","Tennessee",2020-03-03,"Bernie Sanders",2020-01-28,0.23,1463,0.1206641,0.173,2020-04-08
"3093","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-28,0.06,144,0.1693632,0.1705,2020-03-05
"3094","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-28,0.01,84,0.01073788,0.0342,2020-03-02
"3095","Tennessee",2020-03-03,"Andrew Yang",2020-01-28,0.02,7872,0,0.0189,2020-02-11
"3096","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-28,0.04,1022,0.04718115,0.0591,2020-03-01
"3097","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-28,0.01,0,0.009477343,0.0111,2020-03-19
"3098","Tennessee",2020-03-03,"Joe Biden",2020-01-29,0.69,283,0.3455363,0.3458,NA
"3099","Tennessee",2020-03-03,"Bernie Sanders",2020-01-29,0.2,430,0.1207807,0.1738,2020-04-08
"3100","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-29,0.05,178,0.169264,0.1748,2020-03-05
"3101","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-29,0.01,0,0.01091888,0.0348,2020-03-02
"3102","Tennessee",2020-03-03,"Andrew Yang",2020-01-29,0.02,531,0,0.0187,2020-02-11
"3103","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-29,0.03,264,0.04731264,0.058,2020-03-01
"3104","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-29,0.01,0,0.009429216,0.0121,2020-03-19
"3105","Tennessee",2020-03-03,"Joe Biden",2020-01-30,0.68,548,0.3456135,0.3427,NA
"3106","Tennessee",2020-03-03,"Bernie Sanders",2020-01-30,0.16,674,0.1208123,0.1704,2020-04-08
"3107","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-30,0.05,697,0.1694277,0.1723,2020-03-05
"3108","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-30,0.01,0,0.01094178,0.0327,2020-03-02
"3109","Tennessee",2020-03-03,"Andrew Yang",2020-01-30,0.03,4354,0,0.0181,2020-02-11
"3110","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-30,0.02,618,0.04736684,0.054,2020-03-01
"3111","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-30,0.01,0,0.009189788,0.0113,2020-03-19
"3112","Tennessee",2020-03-03,"Joe Biden",2020-01-31,0.64,265,0.3451035,0.344,NA
"3113","Tennessee",2020-03-03,"Bernie Sanders",2020-01-31,0.22,446,0.1204741,0.1699,2020-04-08
"3114","Tennessee",2020-03-03,"Elizabeth Warren",2020-01-31,0.03,62,0.1694398,0.1717,2020-03-05
"3115","Tennessee",2020-03-03,"Amy Klobuchar",2020-01-31,0.01,2717,0.01097977,0.0335,2020-03-02
"3116","Tennessee",2020-03-03,"Andrew Yang",2020-01-31,0.03,429,0,0.0175,2020-02-11
"3117","Tennessee",2020-03-03,"Pete Buttigieg",2020-01-31,0.03,698,0.04731618,0.0562,2020-03-01
"3118","Tennessee",2020-03-03,"Tulsi Gabbard",2020-01-31,0.01,0,0.009193026,0.0118,2020-03-19
"3119","Tennessee",2020-03-03,"Joe Biden",2020-02-01,0.67,28,0.3450393,0.344,NA
"3120","Tennessee",2020-03-03,"Bernie Sanders",2020-02-01,0.24,316,0.1204861,0.1699,2020-04-08
"3121","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-01,0.03,1773,0.1694103,0.1717,2020-03-05
"3122","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-01,0.01,1,0.0109737,0.0335,2020-03-02
"3123","Tennessee",2020-03-03,"Andrew Yang",2020-02-01,0.03,1442,0,0.0175,2020-02-11
"3124","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-01,0.02,2,0.04730928,0.0562,2020-03-01
"3125","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-01,0.01,2,0.009193026,0.0118,2020-03-19
"3126","Tennessee",2020-03-03,"Joe Biden",2020-02-02,0.63,1002,0.3451062,0.344,NA
"3127","Tennessee",2020-03-03,"Bernie Sanders",2020-02-02,0.25,461,0.1204897,0.1699,2020-04-08
"3128","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-02,0.03,27,0.1697368,0.1721,2020-03-05
"3129","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-02,0.01,540,0.01086146,0.0334,2020-03-02
"3130","Tennessee",2020-03-03,"Andrew Yang",2020-02-02,0.02,905,0,0.0175,2020-02-11
"3131","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-02,0.02,1,0.04728143,0.0562,2020-03-01
"3132","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-02,0.01,0,0.009259241,0.0119,2020-03-19
"3133","Tennessee",2020-03-03,"Joe Biden",2020-02-03,0.5,1652,0.3452032,0.3422,NA
"3134","Tennessee",2020-03-03,"Bernie Sanders",2020-02-03,0.15,1213,0.1204923,0.1726,2020-04-08
"3135","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-03,0.02,395,0.1697892,0.1675,2020-03-05
"3136","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-03,0.01,50,0.01085727,0.0335,2020-03-02
"3137","Tennessee",2020-03-03,"Andrew Yang",2020-02-03,0.03,260,0,0.0179,2020-02-11
"3138","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-03,0.06,2467,0.04728319,0.0574,2020-03-01
"3139","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-03,0.01,0,0.009242589,0.012,2020-03-19
"3140","Tennessee",2020-03-03,"Joe Biden",2020-02-04,0.44,1638,0.3458763,0.3416,NA
"3141","Tennessee",2020-03-03,"Bernie Sanders",2020-02-04,0.35,627,0.1215133,0.1757,2020-04-08
"3142","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-04,0.01,792,0.168623,0.1692,2020-03-05
"3143","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-04,0.01,0,0.01086127,0.033,2020-03-02
"3144","Tennessee",2020-03-03,"Andrew Yang",2020-02-04,0.02,1869,0,0.0166,2020-02-11
"3145","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-04,0.1,2029,0.04756723,0.0561,2020-03-01
"3146","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-04,0.01,0,0.008977642,0.0127,2020-03-19
"3147","Tennessee",2020-03-03,"Joe Biden",2020-02-05,0.4,1358,0.3449634,0.3203,NA
"3148","Tennessee",2020-03-03,"Bernie Sanders",2020-02-05,0.48,253,0.1206129,0.1621,2020-04-08
"3149","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-05,0.05,1664,0.1696625,0.1777,2020-03-05
"3150","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-05,0.01,1029,0.01076248,0.0451,2020-03-02
"3151","Tennessee",2020-03-03,"Andrew Yang",2020-02-05,0.01,38,0,0.0126,2020-02-11
"3152","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-05,0.07,98,0.047271,0.0588,2020-03-01
"3153","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-05,0.01,0,0.009260645,0.0229,2020-03-19
"3154","Tennessee",2020-03-03,"Joe Biden",2020-02-06,0.32,721,0.3449767,0.3253,NA
"3155","Tennessee",2020-03-03,"Bernie Sanders",2020-02-06,0.47,2010,0.1206218,0.1795,2020-04-08
"3156","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-06,0.03,176,0.1695866,0.1566,2020-03-05
"3157","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-06,0.01,132,0.01082096,0.036,2020-03-02
"3158","Tennessee",2020-03-03,"Andrew Yang",2020-02-06,0.01,196,0,0.0192,2020-02-11
"3159","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-06,0.08,1738,0.04731145,0.0708,2020-03-01
"3160","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-06,0.01,0,0.009261463,0.0229,2020-03-19
"3161","Tennessee",2020-03-03,"Joe Biden",2020-02-07,0.32,860,0.3448589,0.3252,NA
"3162","Tennessee",2020-03-03,"Bernie Sanders",2020-02-07,0.42,1596,0.120619,0.1794,2020-04-08
"3163","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-07,0.03,304,0.1696793,0.1567,2020-03-05
"3164","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-07,0.01,18,0.01081394,0.036,2020-03-02
"3165","Tennessee",2020-03-03,"Andrew Yang",2020-02-07,0.01,9999,0,0.0192,2020-02-11
"3166","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-07,0.12,2891,0.04739914,0.0709,2020-03-01
"3167","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-07,0.01,0,0.009195478,0.0229,2020-03-19
"3168","Tennessee",2020-03-03,"Joe Biden",2020-02-08,0.32,160,0.3449005,0.3253,NA
"3169","Tennessee",2020-03-03,"Bernie Sanders",2020-02-08,0.39,313,0.1206124,0.1794,2020-04-08
"3170","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-08,0.03,500,0.1696703,0.1567,2020-03-05
"3171","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-08,0.02,1300,0.0107789,0.036,2020-03-02
"3172","Tennessee",2020-03-03,"Andrew Yang",2020-02-08,0.01,876,0,0.0192,2020-02-11
"3173","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-08,0.09,274,0.04736574,0.0709,2020-03-01
"3174","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-08,0.01,0,0.009225787,0.0229,2020-03-19
"3175","Tennessee",2020-03-03,"Joe Biden",2020-02-09,0.28,711,0.3449407,0.3253,NA
"3176","Tennessee",2020-03-03,"Bernie Sanders",2020-02-09,0.45,957,0.120544,0.1794,2020-04-08
"3177","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-09,0.05,1621,0.169691,0.1567,2020-03-05
"3178","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-09,0.03,1531,0.01075547,0.0359,2020-03-02
"3179","Tennessee",2020-03-03,"Andrew Yang",2020-02-09,0.01,0,0,0.0193,2020-02-11
"3180","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-09,0.08,142,0.0473281,0.0708,2020-03-01
"3181","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-09,0.01,0,0.009229845,0.0229,2020-03-19
"3182","Tennessee",2020-03-03,"Joe Biden",2020-02-10,0.18,2020,0.3447302,0.2848,NA
"3183","Tennessee",2020-03-03,"Bernie Sanders",2020-02-10,0.48,1359,0.1205937,0.1773,2020-04-08
"3184","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-10,0.03,583,0.1695941,0.1542,2020-03-05
"3185","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-10,0.03,1461,0.01080644,0.0356,2020-03-02
"3186","Tennessee",2020-03-03,"Andrew Yang",2020-02-10,0.01,0,0,0.0163,2020-02-11
"3187","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-10,0.05,315,0.04733898,0.0757,2020-03-01
"3188","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-10,0.01,0,0.009238685,0.014,2020-03-19
"3189","Tennessee",2020-03-03,"Joe Biden",2020-02-11,0.1,2789,0.3445201,0.274,NA
"3190","Tennessee",2020-03-03,"Bernie Sanders",2020-02-11,0.44,1152,0.1206987,0.1828,2020-04-08
"3191","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-11,0.01,1654,0.1695766,0.1541,2020-03-05
"3192","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-11,0.1,4469,0.0108599,0.0382,2020-03-02
"3193","Tennessee",2020-03-03,"Andrew Yang",2020-02-11,0.01,0,0,0.015,2020-02-11
"3194","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-11,0.09,1374,0.04743867,0.0807,2020-03-01
"3195","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-11,0.01,0,0.009236217,0.0128,2020-03-19
"3196","Tennessee",2020-03-03,"Joe Biden",2020-02-12,0.16,1881,0.344553,0.2706,NA
"3197","Tennessee",2020-03-03,"Bernie Sanders",2020-02-12,0.42,3478,0.1207262,0.1785,2020-04-08
"3198","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-12,0.01,2415,0.1697449,0.1505,2020-03-05
"3199","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-12,0.05,1160,0.01087869,0.0414,2020-03-02
"3200","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-12,0.06,570,0.04749107,0.081,2020-03-01
"3201","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-12,0.01,1,0.009184251,0.0159,2020-03-19
"3202","Tennessee",2020-03-03,"Joe Biden",2020-02-13,0.18,1718,0.3458518,0.2415,NA
"3203","Tennessee",2020-03-03,"Bernie Sanders",2020-02-13,0.36,4167,0.1201471,0.1878,2020-04-08
"3204","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-13,0.02,288,0.1700667,0.1362,2020-03-05
"3205","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-13,0.03,1436,0.01094762,0.0443,2020-03-02
"3206","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-13,0.08,425,0.04724731,0.0954,2020-03-01
"3207","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-13,0.01,0,0.009244857,0.0155,2020-03-19
"3208","Tennessee",2020-03-03,"Joe Biden",2020-02-14,0.27,1445,0.3455333,0.2414,NA
"3209","Tennessee",2020-03-03,"Bernie Sanders",2020-02-14,0.41,1620,0.1201344,0.1878,2020-04-08
"3210","Tennessee",2020-03-03,"Elizabeth Warren",2020-02-14,0.02,1644,0.1698019,0.1361,2020-03-05
"3211","Tennessee",2020-03-03,"Amy Klobuchar",2020-02-14,0.03,1585,0.01102206,0.0444,2020-03-02
"3212","Tennessee",2020-03-03,"Pete Buttigieg",2020-02-14,0.06,495,0.04732402,0.0954,2020-03-01
"3213","Tennessee",2020-03-03,"Tulsi Gabbard",2020-02-14,0.01,0,0.009219617,0.0155,2020-03-19
